marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	36060782	R1ZH0HSH38IOTZ	B0002E52GG	68535945	Hetman 1 - Light Piston Lubricant Light	Musical Instruments	5	0	0	N	Y	My son's favourite trumpet valve oil	Consistent quality, no strong odours, works well. My son's favourite trumpet valve oil. He is a serious player and this is also what his teacher (a professionalt rumpeter) uses. It's	2015-08-31
US	5301309	R3H53KLLC210XI	B00RZIH52G	725541773	Dragonpad pop filter ® 5.4" Studio Clamp On Microphone Pop Filter Metal Screen Mic Windscreen, Swivel Mount, 360 Flexible Gooseneck Holder - Blue	Musical Instruments	4	0	0	N	Y	Great pop filter - poor mount	by far the best pop filter i have used, extremely effective, i did not loose any air at all, my only problem is that the goose-neck and mounting clamp are cheap and hard to adjust	2015-08-31
US	37472935	R3OOR877NGA8JK	B001792BAU	46570323	DharmaObjects Relaxing Yoga Meditation Om Peace Singing Bowl / Silk Cushion / Rosewood Mallet Set	Musical Instruments	3	0	0	N	Y	Ok	Beautiful set. Only the sound not at long and deap.	2015-08-31
US	33578270	R1BY7WKOZ3KMH0	B009GSKW1Y	547963417	Musiclily SSS Plain Guitar 3 Single Coil Loaded Prewired Pickguard Set  for Fender Strat Stratocaster Guitar Parts, White	Musical Instruments	2	0	0	N	Y	Two Stars	Bridge pickup was broken. I replace d the pickup and ok now. To cheap to send back.	2015-08-31
US	22070226	RXP1TFSWE8EG9	B0002F4TKA	436074323	Vic Firth American Custom SD1 General,1 pair	Musical Instruments	5	0	0	N	Y	Five Stars	Feels good and last long	2015-08-31
US	52862655	R3J44DPP12OTLJ	B00K17YFBW	81933093	Guitar Stand for Acoustic/Electric/Classical Guitars and Violin, Ukulele, Bass, Banjo, Mandolin - Folding, Portable and Lightweight - Fits Your Gibson/Fender/Taylor/Yamaha Music Instrument - The Ultimate for Concert & Travel - Premium Accessories by Nordic Essentials&trade; - Lifetime Warranty	Musical Instruments	5	0	0	N	Y	Great stand... only one little glitch	I love the stand.  I bought two.  The only glitch is that when I attached a cable to my guitar, the cable's plug hit the floor when the guitar was in the stand.  A right angle plug solved the problem.	2015-08-31
US	4427243	RFOV69SK0T676	B00EQ24HJS	669249276	Generic 3PLY Faux Tortoise Shell Guitar Pickguard HSH	Musical Instruments	5	0	0	N	Y	Looks great. You have to anticipate tapping new screwholes when ...	On time. Looks great. You have to anticipate tapping new screwholes when you replace a pickguard!	2015-08-31
US	14108571	R2HUWDNW62FOL3	B00IBOYTUE	749537231	Audio 2000 6525 32 Channel Wireless Microphone System	Musical Instruments	1	0	0	N	Y	Poor sound quality	I was hoping it would work well, but tried a second cord and would only receive a lot of static in both tries.  Was never able to get clear sound at all and tried moving away from any possible interference etc.  Manual lacked any kind of trouble shooting and online was lacking as well.	2015-08-31
US	27314089	R1KSU30XZGR452	B00FBRUSAE	792472601	Sawtooth ST-AMP-10ST-AMP-10 10-Watt Electric Guitar Amp	Musical Instruments	5	0	0	N	Y	Perfect for the beginner	Good sound for its size and price.  Great of a young guitar student the learn on w/o breaking the bank.	2015-08-31
US	16735445	R2TZVLLTSHA07N	B0113D2QUO	269114019	Upado Unlimited Glockenspiel Xylophone, Precision Tuned Handcrafted Musical Instrument Includes 2 Wooden Mallets and 12 Page Educational Music Pattern Song Book	Musical Instruments	5	1	1	N	Y	It really is a musical instrument and the book is a fantastic way to begin	Wow! I didn't expect the quality and intonation of this product to be so high. It really is a musical instrument and the book is a fantastic way to begin. Thanks for the thoughtfulness that went into this product!	2015-08-31
US	27253061	R3KZ28CSDS9MGN	B00923H7MA	224290640	Korg Instrument Tuner and Metronome	Musical Instruments	5	0	0	N	Y	Five Stars	Great product, fast shipper	2015-08-31
US	48885952	R2EFSVA4ZDWLN4	B00CPFA0TE	567273591	DiMMYS (Tinted & Black) - Reusable LED Covers	Musical Instruments	5	2	2	N	Y	Perfect for what I needed	I needed to dim the light from my bedroom cable box.  This worked great. It went on easy and does exactly what I needed.  I used two tinted ones (one over the other) and it is dim enough where its no longer disturbing sleep but still works with the remote.	2015-08-31
US	163404	R31OIOD3CP2FB1	B00I03OHHQ	632342569	Musiclily Set of Neck and Bridge Pickup Frame Mounting Rings for Electric Guitar	Musical Instruments	4	0	0	N	Y	Four Stars	Fit my cheep over seas pickup but will not fit USA made	2015-08-31
US	10281700	R1EPGPK802HBSK	B004GH8QTA	479095620	Meinl Standard Cajon Bag	Musical Instruments	5	0	0	N	Y	good fit.	Fits great just as it should. Seemed protective enough. It could only be better if it had a shoulder strap.	2015-08-31
US	35677607	RJIPC1X7LJ1RF	B003BLOSDU	190608665	SKB Acoustic Guitar Gig Bag	Musical Instruments	5	0	0	N	Y	perfect for throwing it on the back	Exactly what I needed, perfect for throwing it on the back, hopping on the bike and playing wherever.	2015-08-31
US	48351301	RXFHC5IFO5BET	B004QJREXM	537707787	Audio-Technica ATR2100-USB Cardioid Dynamic USB/XLR Microphone	Musical Instruments	5	0	0	N	Y	Why Read? Buy it!	For the price- wait.  Hold on. This is Audio Technica. This was amazing for it's price! I saw the name and thought \\"Why the low value?\\" It's a seasoned veteran that knows it's s***. Don't like how sensitive it is when you use it? Remember, a condenser is meant to be clear and crisp. Noise removal is your friend for pre-recordings. Live streams are a little different but none of my viewers complained. :D THEY LOVE IT!	2015-08-31
US	15791508	R1PSW5Q2ZI7JPR	B00HSUFBT0	157365090	Woodi Soprano Recorder WWR-4128B Maple Wood Natural Color 2-Piece Baroque Fingering	Musical Instruments	5	0	0	N	Y	Woodi recorder	Nice soprano for the $$	2015-08-31
US	13341038	RI6D52OHNYO87	B00282RE8O	957368930	Rhythm Band RB2130 Plastic Resonator Bells	Musical Instruments	5	0	0	N	Y	Five Stars	Great little set for the money!	2015-08-31
US	15365576	R2243Y3OD8U6KQ	B00W1RTVGO	160618734	Supertech stage light	Musical Instruments	5	47	61	N	N	This fills a room with a colored light show, the auto sound activation keeps my Grandchildren singing & giggling. Priceless!	I am always looking for unique items that will WOW my grandchildren when they come to visit. This Magic Ball light is fun; it fills a room or tent with light and the automatic sound activation has my Grandchildren singing their hearts out, then giggling and laughing. Priceless!<br /><br />This has been thoroughly tested and approved by all of my grandchildren over the last couple of months and never seems to lose its appeal. It would make a nice inexpensive gift for any child for their room.<br /><br />1. RoHS, CE certified<br /><br />2. This is made of heavy plastic and has a 5 inch diameter and is 5 1/8th inches tall, it has a clear dome and colored LED lights shoot from the dome in addition to a ring of LED lights around the bottom which in combination create a two dimensional light show.<br /><br />3. The bottom is made with 2 indented screw holes and an indentation for the cord so it is easy to hang on the wall or ceiling, or just plug it in and set it on a stand.<br /><br />4. There are a total of 51 LED lights in Red, Green and Blue that rotate and fill the room with lights, for its price and size this is a very nice little light with a big light show that my Grandchildren love.<br /><br />5. There is also automated sound activation that changes the light show to match the music or at my house the songs my grandchildren sing to get the lights to speed up and change. This sound activation is not as sensitive as some lights I have tried and doesn’t pick up every nuance however it is a wonderful feature and I love hearing my three year old singing. The giggling and laughing Priceless.<br /><br />6. There are two things that I would change on this, the cord is only 35 inches long and there is no on/off switch or sound activation switch. I have it plugged into a surge protector with a switch on it so it is not constantly being plugged in and unplugged.<br /><br />Received a free sample for evaluation and unbiased review.	2015-08-31
US	23887407	R2GPVNRM9FUTW0	B00CMOGGBY	201886488	HQRP AC Adapter for Casio CTK-2200 / CTK2200 / CTK-2080 / CTK2080 / CTK-2300 / CTK2300 Keyboards Power Supply Cord plus HQRP Euro Plug Adapter	Musical Instruments	5	0	0	N	Y	Satisfied Customer	Works fine.	2015-08-31
US	52773705	RJ6YBGYWWOCZL	B004OA6JTS	862512049	Tascam RC3F 3 Way Footswitch	Musical Instruments	5	0	0	N	Y	Unable to Use	I gave this five stars, but actually wasn't able to use it with my equipment.  I had read online at the manufacturer's website this would work, but due to plug size it did not.  I do not think it is fair to give a low rating due to the fact that the information received other than on Amazon was incorrect.  it wasn't a big deal.	2015-08-31
US	41860316	RL50SZFXKRN9Q	B004XNK7AI	486980785	Snark	Musical Instruments	5	0	0	N	Y	Five Stars	Very easy to use	2015-08-31
US	8806782	RJMIT0E07KV7O	B004NMQ2A8	355337413	Alesis PercPad Compact, Four-Pad Percussion Instrument	Musical Instruments	5	0	0	N	Y	Five Stars	Great addition for our worship team, tons of fun!	2015-08-31
US	18671079	R13AW8Z4UAW5GZ	B00074B67A	324897713	Levy's Leathers MM4 Wireless Receiver Holder For Guitar, Black	Musical Instruments	5	0	0	N	Y	Perfect for my Line 6 Relay 50	Works as advertised. Perfect for my Line 6 Relay 50.	2015-08-31
US	7341516	R2B6GXRIOTPE1I	B00A9I706U	690799885	Sennheiser E 835 Dynamic Vocal Microphone Stand Cable Pouch Bundle	Musical Instruments	5	0	1	N	Y	Five Stars	GREAT QUALITY	2015-08-31
US	45634735	R1EKCJCQOOT10	B003LPTAYI	175592866	Sennheiser HD 202 II Professional Headphones (Black)	Musical Instruments	5	0	0	N	Y	Five Stars	Gift. I don't know	2015-08-31
US	45907701	RUPNDVAV1ESYP	B003VWJ2K8	195373332	Snark SN-1 Tuner	Musical Instruments	1	0	0	N	Y	It works well while it can. Mine failed when ...	It works well while it can. Mine failed when I tried to use it the third time - two of the three prongs in the back that hold the tuner head broke, so I tried to tie it up with a wire but the battery is completely out. The plastic is so brittle and the battery went out of charge so quickly. Not worth the $9.95 price at Amazon.	2015-08-31
US	14738423	RDVKBIQJA4QC1	B003VWJ2K8	195373332	Snark SN-1 Tuner	Musical Instruments	5	0	0	N	Y	Just what I was looking for!	I needed a tuner that was easy to use and accurate. This one is both!	2015-08-31
US	19839906	R186GQHUT0XB8Y	B00AK7SKL4	108793804	Neewer Broadcast Studio Microphone Suspension Boom Scissor Arm Stand with Shock Mount and XLR Male to Female Cable	Musical Instruments	5	0	0	N	Y	but great build quality	A bit tiny, but great build quality.	2015-08-31
US	49167506	RRP8EZ83V19SX	B000EEJKSA	78875009	String Swing CC08 Violin Hanger with Bow Peg Attachment for Music Stand	Musical Instruments	5	0	0	N	Y	She just love it!	It's really helpful to my daugther during her violin practices! She just love it!!!	2015-08-31
US	10966525	R3DMITMQKN72XW	B002C4SM5W	136317600	Alesis DM6 USB Kit | Eight-Piece Compact Beginner Electronic Drum Set with 8" Snare, 8" Toms, & 12" Cymbals	Musical Instruments	1	0	0	N	Y	DON'T Buy This	Really bad. Bought as a midi trigger kit but the latency from the module is ridiculous. Comlete waste of $$. A toy.	2015-08-31
US	21052640	R3CWA176X3NQFI	B00KS7UEA6	588589597	10 PACK 25 Foot 3pin XLR Male To Female Pro Audio Mic Microphone Audio Cable	Musical Instruments	5	0	0	N	Y	Five Stars	Nice	2015-08-31
US	8746865	R3QZ914CIV184O	B00K72ESYU	70657585	Excelvan BM-700 Condenser Studio Recording Microphone + Shock Mount+Anti-Wind Foam Cap+Power Cord	Musical Instruments	4	0	0	N	Y	Four Stars	nice Microphone. good delivery	2015-08-31
US	48156885	RZKKBS6QGHU1E	B005LYUTWY	390788610	Joyo JA-01 Mini Amplifier Guitar Amplifier with big sound	Musical Instruments	4	0	0	N	Y	You get what you pay for	It does what it's supposed to do but it's cheaply made. I broke it the 1st week I had it but managed to fix it. Can't complain too much for $10	2015-08-31
US	43618362	R1BLON1O1WKBQP	B009C32CKM	676484896	Acoustic Guitar Bridge Pins Saddle Nut For Guitar Parts Replacement	Musical Instruments	5	0	0	N	Y	Five Stars	love them	2015-08-31
US	19273459	R1G8LGJMUY210N	B00SNBCBGE	170085695	ION Audio Tailgater (iPA77) | Portable Bluetooth PA Speaker with Mic, AM/FM Radio, and USB Charge Port	Musical Instruments	5	1	2	N	Y	Five Stars	great little box with a lot of punch!	2015-08-31
US	13032086	RQUZHB9KARAAG	B0062RBR84	476133541	HitLights LED PCB Connector	Musical Instruments	4	0	0	N	Y	No Problems.	Works great, gave it 4 stars because there were no instructions.<br />Open the clip, slide your led strip UNDER the contacts, making sure the contacts are<br />on the copper surface of your strip lights, close clip and make sure it locks.	2015-08-31
US	8568818	R37J2YQ4RJ6WPB	B001RJA0EE	979058912	Gator G-PG ACOUSTIC Pro Go Series Acoustic Guitar Gig-Bag	Musical Instruments	5	0	0	N	Y	Five Stars	Husband loves it!	2015-08-31
US	20672612	R6OMNRCSWY3LQ	B002SPRDGO	329187314	Stagg GDC-6 Universal Guitar Stand for up to 6 Electric or 3 Acoustic Guitars	Musical Instruments	4	0	0	N	Y	It does what it's suppose to do.	It does it's job as I want it.	2015-08-31
US	31129756	R1QAINGJUT77C3	B00VK5D67S	943978060	Clip on Tuner for Guitar, Bass, Violin,Ukulele by Bravodeal	Musical Instruments	5	0	0	N	Y	Tuning Simplified	Not sure how I got along without it.  It makes tuning the Banjo and Uke so much simpler.  What a great little device.	2015-08-31
US	36251317	RMRLWXGXOEBIL	B00PIQMT7S	580988999	Crafty Gizmos Black Adjustable Folding Music Stand with Carrying Bag	Musical Instruments	5	0	0	N	Y	Loved it !	Very well made, folds down and is great to travel with. I would highly recommend it.	2015-08-31
US	30394585	R1YJXOSQ36ZOR9	B0090S9NII	314134955	Fender American Vintage '52 Telecaster Left Handed Electric Guitar, Maple Neck	Musical Instruments	5	1	1	N	N	A must have guitar	Killer tone, Light weight, and plays like butter. I would like to change the wiring for the neck pickup but it sounds so good like it is I'm afraid to change anything. Other than intonation I haven't moved a screw on this guitar and it's perfect with a set of 10's on it.	2015-08-31
US	17233928	R2I07KY4AUAUGS	B000UXDETQ	646394412	Yamaha Portable Digital Drum Kit	Musical Instruments	5	0	0	N	Y	This is a very good drum set	This is a very good drum set. Our whole family has fun playing with it and I'm glad that we can practice without annoying everyone else.	2015-08-31
US	1988775	R3QLFND7MRFFDW	B00D78W20I	12215713	niceEshop(TM) Studio Microphone Mic Wind Screen Pop Filter/ Swivel Mount / Mask Shied For Speaking Recording -Black	Musical Instruments	1	0	0	N	Y	One Star	Ok	2015-08-31
US	25388591	R1J5YQZQDV8LYV	B008OEWZ5M	339346851	Pack of 2 Universal Adjustable Microphone Butterfly Clip	Musical Instruments	3	0	0	N	Y	Product is okay.  Order not filled properly, though.	There was only one clip in the box even though this is supposed to be a two pack.  The one we did receive works fine.  Nothing glamorous, but effective.	2015-08-31
US	5782091	R2N29Z13SBTWB0	B00HVLUR54	9240469	Audio-Technica ATH-M40x Professional Studio Monitor Headphones	Musical Instruments	5	1	1	N	Y	Shipped Fast.	I am never buying Beats by Dr. Dre again. These headphones put my Solos to shame! I had Mixrs as well, and these just destroy the competition. I am only buying from Audio-Technica from this day forward.<br />Great sound, great value, better ingredients Papa Jo-er I mean it's a great pair of headphones.	2015-08-31
US	1304462	RJGV4OF6XACOB	B00EMSU3DK	732374792	Enabled 5M 16.4Ft RGB 5050SMD 300LED Waterproof Flexible LED Light Strip lamp + 44Key IR Remote (Supports Max 5 meters of RGB LED flexible strips)	Musical Instruments	3	0	0	N	Y	I love these lights they are very bright vibrant colors	I love these lights they are very bright vibrant colors. The remote hasn't worked on them but they change colors and they flash.  Didn't come with 12v adapter either	2015-08-31
US	10408246	R2XO17USBKHLKV	B00267TWRM	72659511	Vic Firth Drummer's Backpack With Removable Stick Bag	Musical Instruments	5	0	0	N	Y	Great purchase!	My son is a drummer in a band and I bought this for him as a surprise. He loves it! Says it fits all his drum gear and room to spare. He thanks me all the time for this purchase. Chalk one up for mom!!	2015-08-31
US	6547304	R2ALUJU9NS0K5F	B0051WAM1O	87954996	M-Audio Studiophile AV 30 Active Studio Monitor Speakers (Pair)	Musical Instruments	5	0	0	N	Y	Five Stars	Works great I'm very happy with the product thanks...	2015-08-31
US	50681750	R1L267LIY95CPB	B0130VVOOG	779796184	Casio PX360BK Key Digital Piano	Musical Instruments	5	10	11	N	N	Fantastic Piano Keyboard	This is a fantastic piano keyboard for a very fair price. It's got incredible sound quality, the effects are all high quality and really fun to mess around with. The keys feel realistic and well weighted and the touch screen is icing on the cake.	2015-08-31
US	22104665	R2ZH0JLHNFWBTB	B004DR2P4A	537733241	Bigsby B3 Guitar Vibrato For Thin Electric Hollows And Semi-Hollows, Aluminum	Musical Instruments	5	1	1	N	Y	Bigsby's are great, but.,,	The B-3 is probably not what you want if you have a Casino Coupe or other small hollow body. Without front roller the break angle for the strings is pretty shallow. if you are an aggressive player you are going to be knocking some strings out of  saddle slots.  You may want to consider a Bigsby with front roller to increase string angle.	2015-08-31
US	24608437	RE0RJ07DUSF7P	B000Y30NAA	534618888	BEHRINGER ULTRA CHORUS UC200	Musical Instruments	5	0	0	N	Y	Impressive shipping	Shipped purchased early Sunday morning and arrived Monday afternoon. Perfect pedal for live shows and recording. But the shipping impressed me.	2015-08-31
US	10973581	R1LBLHMQ7YO8ZF	B002DYJENA	92438948	Planet Waves Beatles Guitar Picks, Meet The Beatles, 10 pack	Musical Instruments	5	0	0	N	Y	Hey Jude	How can you go wrong with a Beatles pick?	2015-08-31
US	130186	R2P90XIFO7G97B	B00NAVTQFQ	597329716	2015 Gibson LPM in Trans Ebony	Musical Instruments	5	0	0	N	N	The best guitar for the price.., better than an American Standard Fender	Update 9/7/15:  You know, weird thing... I originally bought my LPM that was of a lighter color, it was brown , same as the color in the back... And it had the hologram in the back... I recently returned it because the finish was chiping, and they gave me a new one that is waaaay darker in color, and it does not have the hologram in the back, is this because it's older? The manufacture date says 9/14 ... Is that on the older side ? Did I get one that is not fully featured? Now I regret returning the original guitar I fell in love with.../:/  Awesome, amazing guitar... Blown away by the quality and attention to detail... And of course... The SOUND! But mine, I got a chip on the finish and I swear that happened inside the case... I had just cleaned it and it was all perfect, then I took it out and it had a big ol chip.... Such a shame, very beautiful finish	2015-08-31
US	18718101	RJM45NORR02B3	B00L5QAPYO	872920592	ChromaCast 2 Tier Adjustable Upright Guitar Stand	Musical Instruments	1	2	2	N	Y	sorry but wasnt made	sorry  but  wasnt made  right	2015-08-31
US	27253061	R17KI3WVADT11G	B0002E3GEQ	393035469	Selmer Tuning Slide and Cork Grease	Musical Instruments	5	0	0	N	Y	Five Stars	Great product, fast shipper	2015-08-31
US	15200628	R2NWJ89IHQXYNB	B00HVLUSGM	102113042	Audio-Technica ATH-M50x Closed-Back Professional Studio Monitor Headphones	Musical Instruments	5	1	1	N	Y	Top Notch	I've gone through my share of headphones and these are the best pair I've owned to date. The bass is exceptional and everything sounds so clean no matter the level the volume is at. You can hear every instrument loud and clear. The fact that the fold is also pretty cool. They are very comfortable I've worn them for hours at a time and theyve never bothered me. They are well built and not flimsy at all.  The extra cords really come in handy as well. I am completely satisfied with this purchase	2015-08-31
US	48113486	R11ZH23XAMY3NV	B0093F73TO	219125216	Interpro Dust Cover for 88 Keys Keyboard in Black - Size: 10"(H) x 56"(W) x 16"(D).	Musical Instruments	3	0	0	N	Y	Three Stars	About twice what should be paid for a nylon cover. I expected it to be much heavier.	2015-08-31
US	6346201	RIGIBPT6QKJOK	B00N0DTIFM	517305533	Movo GMA100 3.5mm Female Microphone Adapter Cable to fit the GoPro HERO3, HERO3+ & HERO4 Black, White & Silver Editions	Musical Instruments	4	0	0	N	N	Nothing to say but this help me a lot to ...	Nothing to say but this help me a lot to get the sound for GoPro. Haven't try on the computer yet.	2015-08-31
US	52576717	R1BFDCGZCSKP77	B00OIPQQYM	899660632	Korg Miku Stomp Vocaloid Guitar Effects Pedal	Musical Instruments	2	1	1	N	Y	Fun but bad delay.	Novelty item. Fun. The delay on it is bad enough to be annoying. Maybe with more practice, will get used to it, but if you are playing with other folks, that's a problem.	2015-08-31
US	50381284	R2FAZ7BPSFPVQ6	B010MWSWKK	79362104	Owkey 233621 Dream Sound Series Headphone	Musical Instruments	5	0	0	N	N	Amazing	A friend of mines gave me these for my birthday, and I have been using them ever since. The sound quality is super good, as I can get really good bass with balanced mids and highs. These particular earbuds sound a lot better compared to others in their price range. The build quality is okay, as there is some cheap plastic being used, but its only a $20 set. The wires are strong, so you dont need to worry about breaking the wire when you remove the earbuds from your phone.	2015-08-31
US	13814995	R2GG2DBDURJPQQ	B00YM11CWS	216900360	CLD Brands Legend of Zelda Handcrafted and Tuned Ocarina 12-Hole Ceramic Flute with Player's Guide	Musical Instruments	5	1	2	N	Y	Love it. Wonderful Ocarina	Love it.  Wonderful Ocarina.  I love the color and sound.  A must have.	2015-08-31
US	33717438	RGI8LKA9DP0TI	B00DBRTK5K	555758316	Lanikai TunaUke Tenor Ukulele	Musical Instruments	5	0	1	N	N	You can't go wrong.... terrific value for money	Had mine a little over a year I think this is a terrific value for money, reasonably priced instrument. Tone is great, the stock strings good, nicely built. Clearly this is not a &#34;toy&#34; uke.  If you are expecting it to have the finish, feel and sound of a $1000 instrument, you'll clearly be disappointed, but for an instrument that will play better than you can through the intermediate level and look great with a traditional finish too... you can't go wrong here.	2015-08-31
US	43807145	R1AT6NDI18FDNE	B004XNK7AI	486980785	Snark	Musical Instruments	5	0	0	N	Y	Good quality!	These arrived quickly and my daughter loves them.  Good quality!	2015-08-31
US	25266830	R23CYWP6KLTLZ2	B00HX40PAQ	413981759	Movo SMM1 Camera Shoe Shockmount for Shotgun Microphones 19-25mm in Diameter (Including Rode NTG-1, NTG-2, Sennheiser MKE-600)	Musical Instruments	4	0	0	N	Y	Not very tough/tight but it works for the price.	Not very tough/tight  but it works for the price.	2015-08-31
US	16078043	R3CJIGCSXSOEEV	B001LNO9Q6	568149036	SKB Roto Rolling Rack Case,	Musical Instruments	5	0	1	N	Y	Five Stars	Good price!	2015-08-31
US	39272247	R34HO82HBELPAX	B000J5XS3C	44258853	Behringer Xenyx 802 Premium 8-Input 2-Bus Mixer with Xenyx Mic Preamps and British EQs	Musical Instruments	5	0	0	N	Y	Owned it before and still like using it.	Owned it before and still like using it.	2015-08-31
US	28329720	R705ORRRCUFCF	B00IDYBM2A	248932121	SUPCASE ASUS VivoTab Note 8 Case - Premium Slim Hard Shell Leather Case Cover M80TA, 1 Year Manufacturer Warranty	Musical Instruments	2	0	1	N	Y	Two Stars	did not fit the Asus	2015-08-31
US	35558167	RV3TIJGJ48ZHY	B0006OHVK2	453662589	D'Addario Chromes Flat Wound Guitar Strings	Musical Instruments	5	0	0	N	Y	Five Stars	Thanks!<br />  LTS	2015-08-31
US	44281607	R35I4PG28TUEVC	B004XNK7AI	486980785	Snark	Musical Instruments	5	0	0	N	Y	Amazon keeps me in tune!	I was really pleased with this tuner. It cost about a third of what I paid for others and works great!	2015-08-31
US	9901051	R2ODTE7JOX1V1T	B00KCHRKD6	798974779	SUPERNIGHT 5050 16.4ft 5M RGBWW LED Strip	Musical Instruments	5	0	0	N	Y	Five Stars	great price	2015-08-31
US	31683888	RGDPPBG40NXBU	B0009G1E0K	794479650	Protec Guitar Strap featuring Thick Leather Ends and Pick Pocket, Black	Musical Instruments	3	0	0	N	Y	Nice strap	Would be nice if a bit longer.	2015-08-31
US	11692003	R2MH1RLTTPKQ2W	B00502EE78	495964146	Trophy 3490 Snoopy Jaw Harp	Musical Instruments	4	0	0	N	Y	It is pretty cool I will have to say	I wanted to try something new so I gave this Jaw Harp a chance. It is pretty cool I will have to say. I have a lot of learning to do though. Make sure to follow instructions, also check online for other instructions and how to's.	2015-08-31
US	111102	R3SX53LMDKGFEQ	B00IM83O1E	542651948	Fintie Chromo 7" Tablet Folio Case	Musical Instruments	5	0	0	N	Y	Five Stars	wish it had the close lock though	2015-08-31
US	21380993	RPZHAM1T3RMDU	B005EHILV4	820471122	BEHRINGER XENYX 302USB	Musical Instruments	5	6	7	N	Y	Great Little Mixer	Great little mixer. It provided 48v phantom to my Shure SM7B and clear powerful sound. Much better then those USB to XLR sticks that are out there. You can add a little EQ as well. USB powered! You do have to crank it up fully to get the boost on my Shure SM7B mic but it doesn't add noise and eliminates the need to boost the audio in post.	2015-08-31
