marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	193731	R2JDNM8F2P06FU	B010FZZKYA	161497902	Versace Collection Black Perforated Leather Loafers Shoes	Shoes	4	1	1	N	Y	Four Stars	Good quality shoes. Great for casual or business attire. Lots of compliments!	2015-08-31
US	34798634	R2W977FO4M97XT	B00V8B30K2	759958795	Twisted Girl's Champion Casual Boat Shoe	Shoes	5	0	1	N	Y	Good shoes, comfortable for the whole day of school.	My daughter really likes those shoes. They are comfortable and fit well.The black started to fade already after only a couple of weeks but they are still good shoes.	2015-08-31
US	37235551	R3AM24QPLI28UY	B00LAVB1TC	910150896	Travel Smart Hand Pouch Bag In Bag Organiser Cosmetic Gadget Purse Organizers Inserts	Shoes	2	1	2	N	Y	Two Stars	It's okay .	2015-08-31
US	27081399	REDVXSFYVNT5T	B003C1P8B0	762792587	Saucony Originals Men's Jazz Low Pro Vegan Sneaker	Shoes	5	0	0	N	Y	Love these shoes	Love these shoes! Perfect fit, very comfortable even walking on concrete floors for 10 hours. They look good, feel sturdy. Excellent product, amazing value.	2015-08-31
US	120678	R14AIIK7D6ENDZ	B000W3UL7W	123724495	Dr. Marten's Women's 1460 Black Patent Lamper Boots	Shoes	5	0	0	N	Y	Five Stars	Good	2015-08-31
US	22272389	R3B1NURKMCVAL1	B00LX65PQO	848850234	Skechers Performance Women's Go Walk Extend Slip-On Walking Shoe	Shoes	3	2	2	N	Y	Three Stars	I like the go walk3 more than go walk. The textile is too hard.	2015-08-31
US	19584241	R14Q1GZGV10IMX	B00BEE7N3I	211637196	Hi-Tec Kid's Nepal Waterproof Junior Hiking Boot (Toddler/Little Kid/Big Kid)	Shoes	4	0	0	N	Y	Four Stars	Kids love them for comfort, great price.	2015-08-31
US	12334573	R9BHBB06QD6TM	B008NCHMBW	138572112	Foot Sox Original Sanitary Disposable Try on Socks	Shoes	1	2	2	N	Y	Tissue paper is this thicker than this. It ripped ...	Tissue paper is this thicker than this.  It ripped while putting on.  I should have paid attention to the reviews.	2015-08-31
US	28744432	R3HVI80IL8TBSD	B00MFXFZDM	201122728	RYKA Women's Vida RZX Cross-Training Shoe	Shoes	4	0	0	N	Y	Fit small	Had to return for next size  Next size was comfortable	2015-08-31
US	28493744	R32I1BMKWJ463H	B00KXDJQ36	167929605	Teva Women's Kayenta Sandal	Shoes	5	0	0	N	Y	Cute & comfy	Cute & comfy	2015-08-31
US	11715430	RW4TDN6I1NTAN	B00DW0IEEE	233583302	Studded Flat Top Sunglasses Bold Square DG Fashion Sunglasses Unisex	Shoes	5	0	0	N	Y	Five Stars	Absolutely love!!	2015-08-31
US	37806883	R132P1Y7J9WJAJ	B002XKQ2YI	165641142	Baggallini Town Tote -Giraffe Printed	Shoes	5	0	0	N	Y	Never travel without it!!	Very sturdy. A great travel tote - lots of pockets and back pocket unzips at the bottom so you can place the bag over the handle of your suitcase for easy transport. Never travel without it!	2015-08-31
US	29173681	R1KJ8NGASTUQ80	B00S4QN3YM	992734226	Refresh Mara-06 Womens Ankle Strap Comfort Wide Band Platform Wedge Sandals	Shoes	4	0	0	N	Y	Great price!	Comfortable just a little loose on my feet.	2015-08-31
US	112286	R2IVR3NBCUR6UA	B00SRBFENM	149815425	Nike Men's KD VII BHM EP, BHM-BLACK/WHITE-WOLF GREY	Shoes	5	0	0	N	Y	Five Stars	it is comfortable	2015-08-31
US	829944	R321Q1D3ZX1PV9	B00DQZ5JZ2	189802553	adidas outdoor Men's Ax 2 Hiking Shoe	Shoes	4	0	0	N	Y	Four Stars	Everithing was good	2015-08-31
US	50386490	R38C58B3W36A2P	B00G2D9672	242421323	Baggallini Sling Crossbody	Shoes	5	0	0	N	Y	Love!!!	I love this bag! I saw it at a boutique store for $78 and decided to see if it was on Amazon. Such a great price and it's an awesome, well-made bag w/ oodles of pockets for easy organization. Plus - lovely color!!	2015-08-31
US	38686753	R21XKRB2E1QBDH	B00V5XC05Y	218391316	Nine West Women's Blustery Suede Ballet Flat	Shoes	3	0	0	N	Y	Nice shoes.	Nice shoes but a little snug.	2015-08-31
US	32219729	R231YXKUPKEI7B	B00LA9RINM	526210634	DC Men's Court Graffik SE Skateboarding Shoe	Shoes	4	0	0	N	Y	Four Stars	Nice durability, comfortable and stylish.	2015-08-31
US	14061878	R3E047NHC63QAX	B00I4PSAPK	146880070	Skechers Sport Men's Equalizer Persistent Slip-On Sneaker	Shoes	2	0	1	N	Y	and they fit fine, so I have to assume the fault does ...	This pair of Sketchers is now the second pair I've bought, where the left shoe does not fit as well as the right.  The left is slightly loose.  I have the first pair of Go Walk Sketchers I bought, and they fit fine, so I have to assume the fault does not lie with my left foot.  Disappointed, given the price.	2015-08-31
US	4715152	R3N5SFHHOKDS4A	B00DQYOWJC	757791169	Sanuk Women's On The Prowl Flat Shoe	Shoes	4	0	0	N	Y	Satisfied customer	I have flat feet that are large in width so the 1st few times they were a bit snug & uncomfortable to wear. After those few times they are most comfy casual shoes yet ......the material is made from bamboo so didn't help with the comfort the first few times wearing them either :(	2015-08-31
US	27776806	R3VTIAWM3Y1435	B0099SC2M8	392955095	Under Armour Women's Valsetz Boots 10 Black	Shoes	5	0	0	N	Y	very confortable but the only thing that I did not liked was are so tall	The boots are lights ,very confortable but the only thing that I did  not liked was are so tall.	2015-08-31
US	230032	RFN9JY10X50F3	B005VPABXA	598684491	Comfy Feet Womens Snooki House Slippers	Shoes	1	1	1	N	Y	One Star	Not what I expected would not order again	2015-08-31
US	38367802	R3ITTCICRV7972	B00OU87JB6	953584175	ASICS Men's GEL-Contend 3 Running Shoe	Shoes	5	0	0	N	Y	Five Stars	This is my second pair but different color. excellente.	2015-08-31
US	52108075	R2JW9KWGF7N7X8	B00QWRAKZA	729606191	Luxehome Women's Cozy Fleece House Slippers	Shoes	5	0	1	N	Y	Comfortable, soft, perfect	Slippers are adorable and so soft on the inside!  Love the rubber sole too.  Very comfortable!  My size is 8 and read from some reviewers that it runs a little larger in size, so I did go with size 6.5-7.5 and it fits wonderfully.	2015-08-31
US	47683733	R1SEH88OC9KBZ	B00NJF5AIA	689613544	Relic Caraway Double Shoulder Bag	Shoes	5	2	2	N	Y	I have not used it yet but it is brand new and will work great.	It is larger than I anticipated.  I have not used it yet but it is brand new and will work great.	2015-08-31
US	13007636	R1XBT5YPGS0E27	B00I4WOZDY	347825492	New Balance Women's W850v1 Running Shoe	Shoes	3	0	0	N	Y	Returned for a pair of Asics.	Returned for a pair of Asics Cumulus. They were just okay, I ordered too big which was my own fault but I really didn't like the look of them all that much anyway once I got them. Not enough arch support for me, personally. Width was good, I have a wide foot. I'm kind of glad I didn't order the right size because I would have probably kept them. I am so much happier with the Asics I bought instead- I feel like I'm walking on a cloud. These shoes felt a little stiff like cardboard.	2015-08-31
US	21003898	R2QS32P5QL3H8U	B00A84BTC6	29258255	Columbia Women's Bugaboot Snow Boot	Shoes	5	1	1	N	Y	Arch and ankle support is exellent.	Arch and ankle support are critical in this type of boot. This boots has that.	2015-08-31
US	9088293	R13749PRFL9JKT	B003E7QNTI	580898588	Ariat Women's Krista Pull-on Steel Toe Western Cowboy Boot	Shoes	1	0	0	N	Y	not wide width at all	These boots were order as the 9c which is the wide width when we received them the box and the shoes were marked 9b when we went to return these we were told that they were 9c's and were just mismarked well they were too narrow so we are now returning for refund would not suggest these if you are looking for a wide width.	2015-08-31
US	30536398	R1HD45TKWOB58H	B00OO6TQ6A	397145181	West Blvd Athens Riding Mid-Calf Riding Motorcycle Biker Low Heel Boots	Shoes	5	0	0	N	Y	Overall, excellent boots!	I love these shoes! I got them to wear around town because they look cute and comfortable, and they are. I added some insoles to add extra arch support for long walking days. Overall, excellent boots!	2015-08-31
US	46752386	R2EQMSUZ9TX14Q	B00QH1ZG8C	242230555	Brooks Mens Ravenna 6	Shoes	5	0	0	N	Y	Five Stars	I have had great luck with Brooks running shoes. They offer great stability and effectively cushion my feet.	2015-08-31
US	10901429	R3OCNKPZWTVJUG	B00OAPYQEM	429419301	adidas Performance Women's Galaxy Elite W Running Shoe	Shoes	5	0	0	N	Y	Five Stars	Very nice	2015-08-31
US	3296860	R1RZSE28IVA1VK	B006OSO80A	82102791	New Balance Women's WW411 Health Walking Shoe	Shoes	5	0	0	N	Y	very pleased.	Fits as expected, fast delivery, very pleased.	2015-08-31
US	22138690	RE9KJGO100EDW	B00SENYY98	470125824	Women's Fun Design, Lightweight & Comfortable Nurse Clogs Plus A FREE "SHOP USA" Brand Eyemask (RUNS BIG)(Paisley) 9	Shoes	1	0	0	N	Y	giant and cheep	Cheep, made in China although they advertised as made in America, and they were a size too big. They are going back.	2015-08-31
US	983754	R1VIUFLYMOMUUQ	B00HZU1J7Q	290147377	adidas Performance Men's Thrasher 1.1 M Trail Running Shoe	Shoes	5	0	0	N	Y	Five Stars	Love them! I ordered a 1/2 size larger than normal.they fit perfect.great gym shoe.	2015-08-31
US	48113486	R361Y7H5NSD0AQ	B00ANAP4GM	325008206	Sperry Top-Sider Men's Sea Kite Sport Boat Shoe	Shoes	5	0	0	N	Y	Excellent style and quality!	I initially bought an 11 and to exchange for a 12.They're fine now. I usually wear an 11 so I  guess they ran a little small. It could be the style of shoe rather than a dress oxford.	2015-08-31
US	749098	RDDUBX8JJKMX2	B00R587IQO	61571522	Merrell Men's Mojave Mid Waterproof Hiking Boot	Shoes	5	3	4	N	Y	Great boot!	Merrell are great boots, fit and feel great. I wear them everyday and on concrete floors. This is my third pair!	2015-08-31
US	45980365	R3PY1J43MATN5	B00DQZ8VF2	599373600	adidas Outdoor Women's Terrex Fast X GTX Hiking Shoes	Shoes	5	0	0	N	Y	Five Stars	Love these shoes!  Best hiking shoe i've ever had!	2015-08-31
US	612226	R31DGFI85N1HPA	B009087XQC	326006956	Aerosoles Women's Wip Zone Sandal	Shoes	5	0	0	N	Y	Perfect sight seeing shoes!	Love these sandals!  Cushioning and comfortable yet attractive and easy to put on!	2015-08-31
US	27351075	R3BGHM37O8TRS2	B00H2FEDJA	47823053	Brooks Womens Ariel 14	Shoes	3	1	1	N	Y	Brooks makes a great shoe with great arch support	To be fair they didn't fit me, which doesn't mean that they don't fit. Brooks makes a great shoe with great arch support.	2015-08-31
US	1737676	R3EQ1M3MYK3KOI	B00F4LIOGC	485902662	zeroUV - Retro Half Frame Semi-Rimless P3 Round Horn Rimmed Sunglasses	Shoes	4	0	0	N	Y	This was a bit disappointing to me but otherwise they're a good pair of sunglasses	They're a lot darker than pictured. If backlit, you can see the tortoiseshell pattern but otherwise they just look a very dark brown. This was a bit disappointing to me but otherwise they're a good pair of sunglasses, they look well-made and they feel sturdy.	2015-08-31
US	29725714	R2DIF0QUXSMOV0	B004OCISGS	342937143	Birkenstock Unisex Como Thong Sandal	Shoes	5	0	0	N	Y	Five Stars	love my boston's and now I love these. Finally they made a male flip flop.  Great comfort.	2015-08-31
US	27818413	RK51SE9LTWP86	B00CM2OC4Y	577005418	Crocs Women's Cyprus IV Heel	Shoes	5	0	0	N	Y	Five Stars	Happy with the purchase	2015-08-31
US	3190779	RDVUTU2WNE3B3	B002L9AL84	583648087	Shoe Goo Repair Adhesive for Fixing Worn Shoes or Boots, Clear, 3.7-Ounce Tube	Shoes	5	0	0	N	Y	Fixed everything	I love it	2015-08-31
US	11427865	R54ERC8XK72IF	B010EGGRY2	399707862	MyLux® Women Fashion Designer Rhinestone Studs Tote Handbag 900	Shoes	4	9	9	N	Y	Missing rhinestones small opening!	i do love the  sparkle of this bag,,,after all that was one of the reasons for purchasing it.... HOWEVER.... it is MISSING 2 RHINESTONE STUDS in the same area so the missing studs are quite noticeable! The other reason for the purchase is I like LARGE bags,,,while the size of this bag is okay the opening is small... disappointed in that...but oh well  when ordering online it is always a hit or miss!	2015-08-31
US	29091097	R1KFJ5BWRQOFX1	B00JOVD7QA	432681040	Reef Women's Scrunch TX Flip-Flop	Shoes	5	0	0	N	Y	Five Stars	Perfect	2015-08-31
US	5208868	R1VOK753FNL8OM	B00RPPTTD2	694370083	Vans Unisex Era Sneakers	Shoes	4	0	1	N	Y	Four Stars	For my wife and she is super excited to have them for her first trip to Disney!	2015-08-31
US	3839741	R2NZYR03QKZYN5	B00PRA7KHY	988013028	BOBS from Skechers Women's Pureflex Fashion Slip-On Flat	Shoes	5	0	0	N	Y	Top of the line quality and exceptional colors.  HAPPY SHOES.....	Great Colors  Many Manny Compliments on these.  Just love them. I would recommend these to everyone.	2015-08-31
US	462593	R1LF311C5GH3SS	B00GY6J8BG	186947298	ASICS Men's JB Elite Wrestling Shoe	Shoes	5	0	0	N	Y	It makes me look cool like	I loooooove this product so so much &#60;3.<br />It makes me look cool like superman	2015-08-31
US	19504814	RFV2EL3NFQZW8	B00ESE2MC8	750258692	ASICS Women's GEL-Nimbus 16 Running Shoe	Shoes	5	0	0	N	Y	Five Stars	I love these shoes.  So comfortable!	2015-08-31
US	11926206	RH688VWTVSOQ7	B007IIRJEM	98380741	Shoes 18 Womens Canvas Shoes Lace up Sneakers 18 Colors Available	Shoes	5	0	0	N	Y	great little cheap canvas shoe for walking, biking, or whatever	Really love this style of shoe.  More sturdy than a slip on, but less bulky than a true sneaker. I had a pair in yellow that I got all greasy from biking, so I switched over to black.  They're holding up well, comfortable, and seem like they would survive a run through the washing machine if I wanted to clean them up.  Very happy with my purchase.	2015-08-31
US	50799797	R6DX3WK25STS2	B00J5M1CD8	76979889	Puma Trinomic XS 850 Mi Mens Black Sneakers	Shoes	5	1	1	N	Y	Five Stars	Sweet	2015-08-31
US	47676409	R1722ED80EFYR4	B00JYH6R8E	675820365	Etonic Women's Minado 5 MC W Walking Shoe	Shoes	5	1	1	N	Y	Five Stars	Excellent shoe, great quality great price.	2015-08-31
US	50605984	R1X3F41QO1NIS4	B000FV8V32	715938811	Sperry Top-Sider Womens Angelfish 2-Eye Critters Boat Shoe Ivory 7 M US	Shoes	4	1	1	N	Y	May need inserts to achieve correct fit.	I had to add inserts to the back of my heel because the size 6.5 was too small ad the size 7 was too big.  I have narrow heels.  With the inserts (they stick the the inside back of the shoe) they fit great!	2015-08-31
US	52453486	R1JGGD6XIR91RC	B00IEVUK98	541539123	ASICS Men's Gel Kayano 21 Running Shoe	Shoes	5	0	0	N	Y	Five Stars	Terrific shoe at a reasonable price promptly delivered. Thanks!	2015-08-31
US	5316502	R1RD58VBRLZ0YK	B000XEAM10	189099870	Timberland Pro Men's Titan 6" Lace-to-Toe Safety Toe Boot	Shoes	4	0	0	N	Y	I do find that I need to lace them up pretty tight to keep my toes from rubbing the composite ...	These boots have the typical timberland comfort.  They are not heavy to wear all day.  I do find that I need to lace them up pretty tight to keep my toes from rubbing the composite protective toe on the boot but all in all they seem like a good boot right from the box.  My rule of thumb is to get 1 year for every $100 I spend.  I would guess that in roughly a year the soles will start cracking which is also typical for timberland boots.  But they are work boots and I do beat them up for that year, and quite honestly they are comfortable.	2015-08-31
US	9941927	R16MVR8GKW4W0W	B00MVO83DY	716413665	Skechers Kids Damager Game Kicks Light-Up Sneaker	Shoes	5	0	0	N	Y	Five Stars	My grandson Sam loved them. He couldn't wait to try them on and show them to his cousins!	2015-08-31
US	50480695	R7BIHTSO673WX	B00AK8M6MC	14465373	Salomon Women's Fellraiser W Trail Running Shoe	Shoes	5	0	0	N	Y	Five Stars	Love them	2015-08-31
US	2486325	R1WT4WBQ2SQZ7I	B005JSTCD4	234676664	Oakley Jupiter Non-Polarized Square Sunglasses	Shoes	5	0	0	N	Y	Oakley are always excellent quality glasses	Oakley are always excellent quality glasses. The lenses are a nice strong green color that can't be seen through when worn.	2015-08-31
US	11325767	RMFALT1E3SJH6	B00FYIVRVY	292516171	AVIA Men's Avi-Union Service Shoe	Shoes	5	0	0	N	Y	Five Stars	perfect fit and you can add another sole for extra comfort	2015-08-31
US	50387570	RT9S1H5703GXK	B007FI63S8	161413254	White Mountain Women's Icon	Shoes	5	0	0	N	Y	These shoes are by far the most comfortable wedges I've ever put on my feet	These shoes are by far the most comfortable wedges I've ever put on my feet. I HATE wearing heals but I love these shoes! I own them in black as well.	2015-08-31
US	32312675	RFFDXLXWH1G3U	B000BO4NJ4	491408386	Propet Women's Mary Jane	Shoes	5	0	0	N	Y	Fantastic Support & Comfortable all day long	I ordered this pair for my mother who has swollen feet and she LOVES these shoes!  She said they're comfortable, she likes the fact she can adjust the strap as needed, and they have fantastic support.  She wears these shoes all day long.  She has raved about them so much that I'm ordering a pair for myself!!	2015-08-31
US	25057752	R1T0FFJP2IS8RZ	B00913K4O4	883178336	Skechers Sport Women's Loving Life Memory Foam Fashion Sneaker	Shoes	5	0	0	N	Y	Based on the reviews I decided to order the 9 and they fit perfect! So	I have purchased the sneaker before in the stores in white in a size 81/2. My true closed shoe size is 10.  Based on the reviews I decided to order the 9 and they fit perfect! So, measured your feet ladies and go with those measurements.	2015-08-31
US	27888498	R32LY4P1C71349	B008ORDOWC	915784502	Crocs Women's Capri Leopard Print Flip-Flop	Shoes	3	0	0	N	Y	Three Stars	Not as comfortable as they look	2015-08-31
US	34898055	R304TIYKIJQQQC	B00SBTAN4U	589904726	Rocket Dog Women's Wavey Hampton Cotton Santa Barbra Webbing Slip-On Shoe	Shoes	3	0	1	N	Y	Nice splash of color...	It's a nice shoe that gives an outfit a pop of color.  Not a shoe to wear for periods of time if you have problem feet.	2015-08-31
US	19582223	RJFXF25995BGW	B00847T6DS	162609132	Lucky Brand Women's Lk-Emmie Ballet Flat	Shoes	4	0	0	N	N	giving me a blister but they are extremely comfortable. I would go up 1/2 size from what ...	The only complaint I have about these shoes is they do rub on the back of my heel, giving me a blister but they are extremely comfortable.  I would go up 1/2 size from what you normally wear in them too.	2015-08-31
US	44865919	RQ3F6OARWY0Q3	B00IYAG7DW	899626622	New Balance Men's MX608V4 Training Shoe	Shoes	3	0	0	N	N	I love these shoes	I love these shoes. They are the most comfortable shoe I have found. The trouble is that I keep having to replace them every few months because  the soles separate from the shoes. Maybe New Balance could find out what kind of glue the other brands use because I am on my forth and final pair unless the quality control improves.	2015-08-31
US	2791972	R9DDNXXQC0YT	B00J9Q1WSA	50095962	ECCO Men's Chander Retro Sneaker	Shoes	5	1	1	N	Y	Very comfortable	My husband had the same shoes in another color.<br />Every day he had to walk 30min to work, and after work.<br />Very comfortable shoes	2015-08-31
US	28964374	R37FQVESZ022VU	B00XUK0TTE	891997456	Nike Womens Air Rift Mesh Trainers	Shoes	5	0	0	N	Y	Five Stars	As described	2015-08-31
US	42371996	R16Y5O7F4KKMR5	B00QMGHV26	373056273	Fabuxry® Casual Canvas Zipper Single Adjustable Strap Shoulder Bags Messenger Crossbody Handbags	Shoes	4	3	4	N	Y	Nice especially for the price!!	I was actually very impressed with this little bag. I purchased mine in Coffee color. Shipping was fast.<br /><br />Every compartment zips which is nice with keeping things in. The main compartment has son padding witch gives the bag done structure and helps protect an iPad. It holds quite a bit but it's not a huge bag, my iPad mini fits nicely in its case with room to spare. The side pockets are great for an iPhone 5 in a fitted case but an iPhone 6 would be to big but the many othe pockets would work nicely.<br />The strap is soft and comfortable. The zippers are smooth and functional. My only complaint is the lining is a little cheap but it does not bunch up and get in the way.<br /><br />I usually carry Fossil or Vera Bradley bags. I got this for something different and small.	2015-08-31
US	12743840	R1OGH3X70VQU5D	B00UZJWJY6	473652890	Twisted Women's DRIZZY Tall Cute Rubber Rain Boots	Shoes	4	11	11	N	Y	Nice boots, purchased for short term protection during floods	Nice boots, purchased for short term protection during floods.  They are a little hot for southern weather, but are perfect to wear to get in and out of cars and buildings during heavy rains.	2015-08-31
US	27021555	RYNEQB5FJXJW4	B013TMBR3O	150028917	LogoLenses Wedding Classic Sunglasses	Shoes	5	2	2	N	N	Cute, great product!	These are super cute!  I wish they had been around when I got married!!  I was worried that it would be hard to see where I was going with the lettering and designs in the way, but it was just fine.  I could see without a problem.  I can't wait to give these to my brother and his soon to be wife at their wedding!  I was able to purchase these at a discount in exchange for my honest review.	2015-08-31
US	2141177	R3863JN52R1T23	B00BCRKURS	321287174	Bundle Monster Womens Vintage Satin Cocktail Party Handbag w/Shoulder Chain-BLACK	Shoes	3	0	0	N	Y	The purse is very pretty, but the clasp is very hard to open	The purse is very pretty, but the clasp is very hard to open.  I was disappointed with this purse because of this.	2015-08-31
US	1464258	R28SJTLN71ZA	B004T8R61U	17456372	Dr. Martens Mens Original 8053 Oxford	Shoes	5	0	0	N	Y	Five Stars	Very comfortable fits like they should got a great deal thanks to Amazon	2015-08-31
US	2487171	R29HT56M16ICM4	B00LX0T336	638653274	DC Women's Haven SP Skate Shoe	Shoes	4	0	0	N	Y	comfortable but size is way small.	Before I purchase, I read a review which was about its small size. So, I ordered size 7 even though I usually wear 7.5 or 8. However, size 6 was arrived to my home. The funny thing was it fits to me and I am wearing the shoes. Consequently, tt is way smaller than I expected.<br /><br />Besides the size thing, it is comfortable and easy to wear and take off. If you are considering buying this, one thing you need to notice is that the rare part of the shoes is lower than common shoes.<br /><br />I satisfied this purchase but I gave 4 stars because of its small size.	2015-08-31
US	49373731	R3H2OHFQY8A6W	B00IEWXE22	808083596	ASICS Women's GEL-Kayano 21 Running Shoe	Shoes	5	1	1	N	Y	Great Sneakers	Second pairs of this model Gel-Kayano (#21). Fit as expected (they always run 1/2 size small).  I always order a second pair before the model changes - just in case the next one is off (happens every few years). Great support for narrow, flat, overprinting feet. I clock at least 15 miles/week walking and even used them for some light hiking recently (although it was a bit rough on them). I still have second pair in the box.	2015-08-31
US	16221263	R2BZ7JFIHZOXV9	B00HAUNQ18	655980874	Hoka One One Conquest Ladies Running Shoes	Shoes	4	1	1	N	Y	love the cushion	I am a nurse and on concrete all day;  love the cushion;	2015-08-31
US	28633005	R3BFMY4FEL6Z6D	B007BLAE3Y	680738453	Dunham Men's Blair Slip-On	Shoes	5	0	0	N	Y	Universal Traveling Shoe: So Far So Good	So far; so good. Bought these as a &#34;one pair does everything&#34; traveling shoe. After the first month of ownership and the first week-long trip I'm really satisfied. Shoes hold a shine well, look good with casual outfits, and will pass as dress shoes. Sizing seems to run true. I don't have any special arch support issues so I can't make a judgement on that attribute. The shoes are SUPER light weight, yet seem to be sturdy. The real test will be to see how long they last. (Hopefully this pair will be much better than the Keens they replaced.)	2015-08-31
US	22177080	R3420JPA6KMIVE	B0037TOLK6	728926084	Skechers Women's Reggae Sun Fest Sandal	Shoes	4	0	0	N	Y	A bit larger than usual but the same great comfort	I have bought at least a half a dozen pairs of these over the years. I love them. They mold to your feet and give great support. I wear them all year round. This pair, however, seemed to be a bit larger. My toes are sneaking out over the top edge and they are the same size I always get. I have never had that problem before. Makes me think I need to try shoes on rather than ordering online, even if it is the ones I have bought many times.	2015-08-31
US	34776670	R2SP2CRU600OF5	B00LG7ZYKW	251088260	KEEN Women's Rose Slide Sandal	Shoes	2	0	0	N	Y	Two Stars	Attractive style although a little wide.	2015-08-31
US	36505758	R11YLZ4SAU3D22	B000XRB41E	532718381	TOMS Women's Classics Flat	Shoes	1	0	0	N	Y	Wrong sizing.	Not sized right.	2015-08-31
US	9605939	R304HOVSZUNDYX	B00U4YQN6C	949662968	Mohem Men's Poseidon Fashion Sneakers Casual Walking Shoes Water Shoes	Shoes	2	10	11	N	Y	Not very durable...	I bought these to wear at work (because I worked in a greenhouse, wet feet was an issue) and they were perfect for that because they were made to be wet, had  some traction, and protected my whole foot. When they arrived one of the eyelet guard things was broken, which was annoying but not something I cared to complain over. However, after less than a month of wearing them they began to rip apart at the seams. Sort of disappointing, I was hoping they would last a bit longer. Maybe I was expecting too much, to hope that a $35 pair of shoes would last for more than a month.	2015-08-31
US	25448839	R346E091U6UXN7	B00E566DF6	215962643	West Blvd Womens Cairo Military Lace Up Combat Boots	Shoes	3	0	0	N	Y	Its ok	Veri nice boots<br />Just to go out nothing special<br />Material should be more better.	2015-08-31
US	5573988	R387EPEA57BNW3	B005HTCR32	88072665	Men's Sebago Douglas	Shoes	4	0	0	N	Y	Four Stars	Just what I expected excellent	2015-08-31
US	50303876	R275NNH01PEP3I	B00E412NM4	548784731	MJ Eyewear New Vintage Classic Sunglasses Half Frame Semi-Rimless Retro Classic Glasses	Shoes	5	10	10	N	Y	Five Stars	Love them!! Just what I wanted.	2015-08-31
